Entry,Study,ExptA,Expt,Ref,Source,TDBU,FTG,Ygen,Yqual,Yunits,Ydesc,Consumer,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,LnSPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,Coll,Comment1,AddTrt1,AddTrt2,AddTrt3,ExpVar,NatVar,Comp.,Tr1,Tr2,Tr1Type,Tr2Type,CO2,fert,Nfert,Pfert,Ofert,Temp,Water,Light,Other,Nfertlevel,Pfertlevel,TdeloC,W%control,Light%control,Comment2,NEmono,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N18,N19,N20,N22,N23,N24,N31,N32,N36,N43,N60,N72,Emono,YEmono,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y18,Y19,Y20,Y22,Y23,Y24,Y31,Y32,Y36,Y43,Y60,Y72,SDEmono,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD18,SD19,SD20,SD22,SD23,SD24,SD31,SD32,SD36,SD43,SD60,SD72,NSmax,YSmax,SDSmax,LRR1,VLRR1,CILRR1,SigLRR1,LRR2,VLRR2,CILRR2,SigLRR2,lina,linb,linrsq,linaic,mma,mmb,mmrsq,mmaic,powa,powb,powrsq,powaic,loga,logb,logrsq,logaic,expa,expb,exprsq,expaic,bestr2,bestaic,"Mclaim: What mechanism(s) do the authors claim underlie diversity effects in their study?  C = Complementarity, F = Facilitation, I = Interference competition, ID = Species identity or composition, IN = Reduced intraspecific competition in polycultures, IP = Intraguild predation, N = Non-linear functional responses, NE = No diversity effect, R = Resource or other form of niche partitioning, S = Sampling effect, Se = Selection effect.",Mtest,Prich,Pcomp,SStot,SSrich,SScomp,PerSSrich,PerSScomp,SScomp2rich,RYT,SDRYT,DT,SDDT,Dmax,SDDmax,Dmean,SDDmean,CE,SDCE,SE,SDSE,SE2CE,DE,SDDE,TDC,SDTDC,TIC,SDTIC,rMiYoi,rMiRYi,Flag1,Flag2,Comment3
995,150,401,401,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,485,892,0.5437,-0.6093,Y,N,0,N,KM,.,Heated,.,.,1,0,0,Temp,A,E,C,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,.,45,.,44,.,.,.,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,549.6,.,850.3434,.,.,.,.,.,767.1111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,423.5268,.,385.2761,.,.,.,.,.,479.0522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,767.111,479.052,0.333,0.026,0.317,Y,.,.,.,.,1.1747,0.0322,22.5598,4.9468,1.5867,0.4791,68.9427,2.2058,0.0899,0.1518,53.412,2.139,1.1164,0.1801,49.057,3.6905,0.1349,0.0281,26.3023,3.5149,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145.2222,303.329,-38,79.8682,-0.2617,.,.,.,.,.,.,.,.,0,.,.
996,150,401,401,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,730,892,0.8184,-0.2004,Y,N,0,N,KM,.,Heated,.,.,1,0,0,Temp,A,E,C,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,.,30,.,32,.,.,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,724.8148,.,1073.4722,.,.,.,.,.,1029.6296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,943.3876,.,649.6779,.,.,.,.,.,820.9264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,1029.63,820.926,0.351,0.087,0.577,N,.,.,.,.,1.1354,0.0381,36.6678,3.8903,1.5817,0.5031,81.9884,0.1181,0.0724,0.1598,66.1992,0.8401,1.0903,0.1914,64.4011,2.162,0.1086,0.0321,38.4973,2.6359,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400.0926,683.3909,-141.2963,621.0542,-0.3532,.,.,.,.,.,.,.,.,0,.,.
997,150,401,401,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,850,892,0.9529,-0.0482,Y,Y,0,N,KM,.,Heated,.,.,1,0,0,Temp,A,E,C,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,.,27,.,31,.,.,.,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,775.2263,.,1080.4301,.,.,.,.,.,1043.5556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1058.8536,.,869.2839,.,.,.,.,.,579.2561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,1043.556,579.256,0.297,0.085,0.57,N,.,.,.,.,1.1103,0.0314,37.1246,2.6792,1.475,0.42,83.2654,-1.2918,0.0611,0.1353,66.3369,-0.1765,1.0736,0.1575,64.8538,0.9343,0.0917,0.0272,38.6391,1.6246,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267.4343,741.43,-373.9192,489.4508,-1.3982,.,.,.,.,.,.,.,.,0,.,.
998,150,402,402,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,120,892,0.1345,-2.006,Y,N,0,N,KM,.,Unheated,.,.,1,0,0,Temp,A,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,.,54,.,54,.,.,.,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,773.716,.,893.2634,.,.,.,.,.,837.8889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367.0808,.,239.1629,.,.,.,.,.,220.4674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,837.889,220.467,0.08,0.006,0.153,N,.,.,.,.,1.0565,0.0052,7.8923,-2.3083,1.1398,0.1207,54.0442,-4.3941,0.0346,0.0362,30.6103,-3.5877,1.0377,0.0377,28.7394,-3.0782,0.0519,0.0052,9.0316,-2.7754,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74.963,233.098,-23.963,76.0015,-0.3197,.,.,.,.,.,.,.,.,0,.,.
999,150,402,402,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,365,892,0.4092,-0.8936,Y,N,0,N,KM,.,Unheated,.,.,1,0,0,Temp,A,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,.,45,.,45,.,.,.,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,992.3654,.,1541.7679,.,.,.,.,.,1577.0593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565.36,.,368.0263,.,.,.,.,.,517.8963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,1577.059,517.896,0.463,0.011,0.204,Y,.,.,.,.,1.1295,0.058,53.4641,4.3573,1.7784,0.6917,91.6363,-0.7917,0.0697,0.2108,78.6589,0.6077,1.0863,0.2682,79.514,1.8958,0.1045,0.0454,52.4146,3.0134,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317.2407,379.4711,239.6667,153.3085,0.7555,.,.,.,.,.,.,.,.,0,.,.
1000,150,402,402,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,485,892,0.5437,-0.6093,Y,N,0,N,KM,.,Unheated,.,.,1,0,0,Temp,A,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,.,44,.,45,.,.,.,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,788.5657,.,1238.3111,.,.,.,.,.,1251.931,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,621.4849,.,845.2445,.,.,.,.,.,1026.0249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,1251.931,1026.025,0.462,0.037,0.378,Y,.,.,.,.,1.1383,0.0572,50.6637,4.6046,1.7831,0.6878,90.0365,-0.1946,0.0734,0.2104,76.7768,0.9209,1.0922,0.2674,77.2062,2.2881,0.1101,0.0449,50.1536,3.2122,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270.5455,452.6508,4.3434,389.0607,0.0161,.,.,.,.,.,.,.,.,0,.,.
1001,150,402,402,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,730,892,0.8184,-0.2004,Y,N,0,N,KM,.,Unheated,.,.,1,0,0,Temp,A,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,.,36,.,36,.,.,.,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,978.3333,.,1307.963,.,.,.,.,.,1771.0185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1532.6078,.,1042.211,.,.,.,.,.,1809.913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,1771.019,1809.913,0.593,0.112,0.655,N,.,.,.,.,0.9659,0.0961,96.6474,-2.2826,1.9724,1.1032,94.6393,-0.8745,-0.0021,0.2701,99.9847,-20.3401,0.9773,0.3687,99.0641,-6.1105,-0.0032,0.0687,92.9547,-1.9505,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548.8889,639.466,-369.1778,797.6256,-0.6726,.,.,.,.,.,.,.,.,0,.,.
1002,150,402,402,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,850,892,0.9529,-0.0482,Y,Y,0,N,KM,.,Unheated,.,.,1,0,0,Temp,A,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,.,32,.,36,.,.,.,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1030.9722,.,1549.5679,.,.,.,.,.,1766.0185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1394.1023,.,1584.2419,.,.,.,.,.,1762.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,1766.019,1762.24,0.538,0.099,0.616,N,.,.,.,.,1.0733,0.0766,75.828,3.0131,1.8964,0.8658,99.427,-8.2132,0.0461,0.245,91.9051,-1.8668,1.0488,0.3245,94.6709,-1.523,0.0692,0.0568,70.9219,1.9694,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,783.7963,902.1345,106.9444,1357.0152,0.1364,.,.,.,.,.,.,.,.,.,.,.
1025,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,120,365,0.3288,-1.1124,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pelvetiopsis,99.8366,102.7264,.,.,93.9394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.5517,22.3905,.,.,30.1917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,93.939,30.192,-0.089,0.01,0.2,N,-0.061,0.013,0.226,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1026,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,210,365,0.5753,-0.5528,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pelvetiopsis,76.0621,70.8594,.,.,76.2923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.4486,30.2562,.,.,34.274,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,76.292,34.274,0.074,0.022,0.292,N,0.003,0.025,0.31,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1027,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,300,365,0.8219,-0.1961,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,57.5163,51.6688,.,.,63.369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.4378,20.2407,.,.,20.6175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,63.369,20.617,0.204,0.013,0.223,N,0.097,0.025,0.308,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1028,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,390,365,1.0685,0.0662,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,59.4771,55.3609,.,.,82.8877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.8014,26.2213,.,.,32.4904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,82.888,32.49,0.404,0.019,0.268,Y,0.332,0.031,0.344,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1029,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,480,365,1.3151,0.2739,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,82.0261,72.111,.,.,106.5062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.2958,34.995,.,.,40.2517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,106.506,40.252,0.39,0.018,0.263,Y,0.261,0.029,0.336,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1030,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,570,365,1.5616,0.4457,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,77.1242,71.0889,.,.,105.0802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.5068,35.6668,.,.,47.7479,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,105.08,47.748,0.391,0.024,0.304,Y,0.309,0.034,0.364,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1031,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,660,365,1.8082,0.5923,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pelvetiopsis,73.8562,67.2299,.,.,88.1462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.2123,26.3251,.,.,25.1846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,88.146,25.185,0.271,0.011,0.203,Y,0.177,0.019,0.268,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1032,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,750,365,2.0548,0.7202,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pelvetiopsis,84.7222,73.9257,.,.,81.9964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.129,29.619,.,.,28.2866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,81.996,28.287,0.104,0.014,0.234,N,-0.033,0.025,0.311,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,840,365,2.3014,0.8335,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,89.8693,66.917,.,.,117.2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.7671,18.7959,.,.,30.8485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,117.201,30.848,0.56,0.008,0.175,Y,0.266,0.01,0.192,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,930,365,2.5479,0.9353,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,95.8333,78.0142,.,.,122.8164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.8511,27.4849,.,.,29.6432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,122.816,29.643,0.454,0.008,0.175,Y,0.248,0.015,0.236,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035,152,404,404,"Stachowicz et al, Ecology 2008","F1, Data From Author",TD,1,SST,.,cover m-2,Algal percent cover,"Macroalgae (Pelvetiopsis, Mastocarpus, Endocladia, Cladophora)",Inorganic nutrients,A,4,2,4,4,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,2,4,4,1.76,.,3.5,0.5029,-0.6874,1020,365,2.7945,1.0277,Y,N,0,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,47,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mastocarpus,67.2386,58.6149,.,.,94.2068,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.5447,23.1239,.,.,28.2906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,94.207,28.291,0.475,0.012,0.21,Y,0.337,0.023,0.299,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"F, R",N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
