Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
228,770,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,365,,,.,Y,N,0,Y,,,,control,control,,0.4974,0.4392,0.4053,0.4097,0.4847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,771,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,546,,,.,Y,N,0,Y,,,,control,control,,77.5167,87.2472,82.6498,81.3583,70.2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,772,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,546,,,.,Y,N,0,Y,,,,control,control,,0.6434,0.5987,0.6198,0.6258,0.6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,773,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,730,,,.,Y,N,0,Y,,,,control,control,,81.8036,87.8864,88.6232,81.2001,67.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,774,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,730,,,.,Y,N,0,Y,,,,control,control,,0.6237,0.5957,0.5923,0.6265,0.6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,775,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,911,,,.,Y,N,0,Y,,,,control,control,,111.3331,92.5768,86.1587,93.3967,95.7502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,776,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,911,,,.,Y,N,0,Y,,,,control,control,,0.4879,0.5741,0.6037,0.5704,0.5595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,777,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,1095,,,.,Y,Y,0,Y,,,,control,control,,76.5525,92.4453,86.5917,92.7023,80.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,778,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,1095,,,.,Y,Y,0,Y,,,,control,control,,0.6479,0.5748,0.6017,0.5736,0.6312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,779,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,90,,,.,Y,N,,Y,,,,control,control,,131.0149,165.628,160.7252,,162.9638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,780,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,300,,,.,Y,N,,Y,,,,control,control,,121.3052,152.2518,146.8913,,146.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,781,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,810,,,.,Y,Y,,Y,,,,control,control,,108.1869,131.7124,126.5243,,127.5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,782,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,RD,T,proportional change,Original units: g .01 m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,90,,,.,Y,N,,Y,,,,control,control,,0.3449,0.1719,0.1964,,0.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,783,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,RD,T,proportional change,Original units: g .01 m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,300,,,.,Y,N,,Y,,,,control,control,,0.3935,0.2387,0.2655,,0.2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,784,111,275,Chapman & Koch; Plant Soil 2007,Data From Author,BU,O,4,RD,T,proportional change,Original units: g .01 m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Pinus ponderosa; Pseudotsuga menziesii; Populus tremuloides; Pinus flexilis leaf litter),0,8,3,4,2,S,San Francisco Peaks; 30 km north of Flagstaff; AZ,35.33,-111.67,3000,,3,4,4,0.01,,,,810,,,.,Y,Y,,Y,,,,control,control,,0.4591,0.3414,0.3674,,0.3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,785,112,276,Golbold et al; Oikos 2009,F2A,TD,H,2,SSR,,g m-2,Algal wet mass,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,1,N,Fucus spiralis,,,control,control,,84.1282,104.2811,83.5863,66.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,786,112,276,Golbold et al; Oikos 2009,F2A,TD,H,2,RD,C,proportional change,Original units: g .018 m-2,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,1,N,Fucus spiralis,,,control,control,,0.0085,-0.229,0.0149,0.2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,787,112,277,Golbold et al; Oikos 2009,F2B,TD,H,2,SSR,,g m-2,Algal wet mass,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,1,N,Ulva intestinalis,,,control,control,,515.2662,656.4978,477.1923,475.3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,788,112,277,Golbold et al; Oikos 2009,F2B,TD,H,2,RD,C,proportional change,Original units: g .018 m-2,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,1,N,Ulva intestinalis,,,control,control,,0.1256,-0.1141,0.1902,0.1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,789,112,278,Golbold et al; Oikos 2009,F2B,TD,H,2,SSR,,g m-2,Algal wet mass,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,2,N,Fucus spiralis and Ulva intestinalis,,,control,control,,368.3897,267.5319,248.8519,296.0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,790,112,278,Golbold et al; Oikos 2009,F2B,TD,H,2,RD,C,proportional change,Original units: g .018 m-2,Animalia (Hediste diversicolor; Hydrobia ulvae; Littorina littorea),,Plantae (Fucus spiralis; Ulva intestinalis),1,4,3,2,1,S,Ythan Estuary; Scotland,57.33,-2,,,3,3,3,0.018,,0.25,0.072,14,273,0.0513,-2.9704,N,Y,2,N,Fucus spiralis and Ulva intestinalis,,,control,control,,-0.0045,0.2705,0.3214,0.1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,791,113,279,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Endiandra bessaphila leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 20 ç C,,,experimental,control,,0.222,0.1756,0.1622,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,792,113,280,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Endiandra bessaphila leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 15 ç C,,,control,control,,0.222,0.1756,0.1616,0.1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,793,113,281,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Cryptocarya leucophylla leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 20 ç C,,,experimental,control,,0.1787,0.1161,0.1113,0.1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,794,113,282,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Cryptocarya leucophylla leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 15 ç C,,,control,control,,0.1787,0.1161,0.1165,0.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,795,113,283,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 20 ç C,,,experimental,control,,0.0387,0.0547,0.0419,0.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,796,113,284,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,1,N,Water: 15 ç C,,,control,control,,0.0644,0.0387,0.0454,0.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,797,113,285,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,3,N,Water: 20 ç C,,,experimental,control,,0.19,0.1334,0.1374,0.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,798,113,286,Bastian et al; Austr Ecol 2008,Data From Author,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,1,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,3,3,3,,1.2,0.0015,0,10,41,0.2439,-1.411,N,Y,3,N,Water: 15 ç C,,,control,control,,0.0907,0.1334,0.144,0.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,799,113,287,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.1927,0.1442,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,800,113,288,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.1927,0.1442,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,801,113,289,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Lectrides varians),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.1121,0.0858,,0.0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,802,113,290,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Lectrides varians),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.1121,0.0858,,0.0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,803,113,291,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.222,0.1165,,0.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,804,113,292,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.222,0.1165,,0.1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,805,113,293,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.1423,0.098,,0.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,806,113,294,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Lectrides varians; Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.1423,0.098,,0.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,807,113,295,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus;  Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.1971,0.1253,,0.1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,808,113,296,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus;  Anisocentropus kirramus),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.1971,0.1253,,0.1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,809,113,297,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 20 ç C,,,experimental,control,,0.1622,0.0921,,0.1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,810,113,298,Bastian et al; Austr Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g L-1,Animalia: Arthropoda: Insecta: Trichoptera (Triplectides gonetalus; Lectrides varians),,Plantae (Apodytes brachystylis; Cryptocarya leucophylla; Endiandra bessaphila leaf letter),1,2,1,,2,S,School of Tropical Biology; James Cook University; Townsville; Qld 4811; Australia,-19.33,146.76,,no information on type experimental system; lat long of address of first author,2,3,3,,1.2,,,10,,,.,N,Y,,Y,Water: 15 ç C,,,control,control,,0.1616,0.0921,,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
